,date,open,high,low,close,adjClose,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime
31,2022-08-15,36.1,36.43,35.71,36.34,36.34,25392338.0,25392338.0,0.24,0.665,36.16,"August 15, 22",0.00665
32,2022-08-12,35.8,36.14,35.67,36.11,36.11,37637393.0,37637393.0,0.31,0.866,35.97333,"August 12, 22",0.00866
33,2022-08-11,35.64,36.29,35.49,35.59,35.59,35555364.0,35555364.0,-0.05,-0.14,35.79,"August 11, 22",-0.0014
34,2022-08-10,34.99,35.4,34.59,35.37,35.37,42199818.0,42199818.0,0.38,1.086,35.12,"August 10, 22",0.01086
35,2022-08-09,35.22,35.3,34.4,34.52,34.52,48163896.0,48163896.0,-0.7,-1.988,34.74,"August 09, 22",-0.01988
36,2022-08-08,35.36,35.96,35.2,35.38,35.38,41535815.0,41535815.0,0.02,0.057,35.51333,"August 08, 22",0.00057
37,2022-08-05,35.35,35.69,35.18,35.39,35.39,40174796.0,40174796.0,0.04,0.113,35.42,"August 05, 22",0.00113
38,2022-08-04,36.01,36.1,35.36,35.295,35.295,54007283.0,54007283.0,-0.35,-0.972,35.70667,"August 04, 22",-0.00972
39,2022-08-03,36.09,36.59,35.26,36.52,36.52,59474245.0,59474245.0,0.43,1.191,36.12333,"August 03, 22",0.01191
40,2022-08-02,36.5900002,36.6599998,36.0,36.0099983,36.0099983,53929400.0,53929400.0,-0.58,-1.585,36.22333,"August 02, 22",-0.01585
41,2022-08-01,36.0499992,37.6899986,36.0499992,36.9599991,36.9599991,52513400.0,52513400.0,0.91,2.524,36.9,"August 01, 22",0.02524
42,2022-07-29,35.6,36.62,35.24,36.31,35.9383,125214100.0,125214100.0,0.3383,0.95,35.93277,"July 29, 22",0.0095
43,2022-07-28,40.0900002,40.1199989,39.0400009,39.7099991,39.7099991,56662300.0,56662300.0,-0.38,-0.948,39.62333,"July 28, 22",-0.00948
44,2022-07-27,39.2700005,40.4199982,39.2299995,40.1800003,40.1800003,42571600.0,42571600.0,0.91,2.317,39.94333,"July 27, 22",0.02317
45,2022-07-26,39.0999985,39.5699997,38.8800011,38.9599991,38.9599991,35925500.0,35925500.0,-0.14,-0.358,39.13667,"July 26, 22",-0.00358
46,2022-07-25,39.2799988,39.4099998,38.5499992,39.1599998,39.1599998,32263400.0,32263400.0,-0.12,-0.305,39.04,"July 25, 22",-0.00305
47,2022-07-22,40.3699989,40.5099983,38.9399986,39.2000008,39.2000008,41350000.0,41350000.0,-1.17,-2.898,39.55,"July 22, 22",-0.02898
48,2022-07-21,40.5099983,40.6500015,39.8199997,40.6100006,40.6100006,29661200.0,29661200.0,0.1,0.247,40.36,"July 21, 22",0.00247
49,2022-07-20,40.2099991,40.6699982,39.5600014,40.5600014,40.5600014,36387900.0,36387900.0,0.35,0.87,40.26333,"July 20, 22",0.0087
50,2022-07-19,39.3199997,40.7299995,39.2400017,40.2200012,40.2200012,53095300.0,53095300.0,0.9,2.289,40.06333,"July 19, 22",0.02289
51,2022-07-18,39.0999985,39.3400002,38.5299988,38.7099991,38.7099991,30814400.0,30814400.0,-0.39,-0.997,38.86,"July 18, 22",-0.00997
52,2022-07-15,38.2700005,38.6699982,37.7299995,38.6199989,38.6199989,32892300.0,32892300.0,0.35,0.915,38.34,"July 15, 22",0.00915
53,2022-07-14,36.9900017,38.1599998,36.2900009,37.7099991,37.7099991,36690700.0,36690700.0,0.72,1.946,37.38667,"July 14, 22",0.01946
54,2022-07-13,36.6800003,37.4300003,36.6199989,37.2099991,37.2099991,27059200.0,27059200.0,0.53,1.445,37.08667,"July 13, 22",0.01445
55,2022-07-12,37.6500015,37.7000008,36.9900017,37.2099991,37.2099991,30546300.0,30546300.0,-0.44,-1.169,37.3,"July 12, 22",-0.01169
56,2022-07-11,37.6599998,37.6699982,37.0299988,37.2000008,37.2000008,25904300.0,25904300.0,-0.46,-1.221,37.3,"July 11, 22",-0.01221
57,2022-07-08,37.6599998,38.1399994,37.3899994,37.9900017,37.9900017,22566300.0,22566300.0,0.33,0.876,37.84,"July 08, 22",0.00876
58,2022-07-07,37.8899994,38.3300018,37.7299995,38.1399994,38.1399994,33165400.0,33165400.0,0.25,0.66,38.06667,"July 07, 22",0.0066
59,2022-07-06,36.8199997,37.4199982,36.4599991,36.9900017,36.9900017,26258300.0,26258300.0,0.17,0.462,36.95667,"July 06, 22",0.00462
60,2022-07-05,35.9300003,36.7400017,35.5400009,36.6899986,36.6899986,33215000.0,33215000.0,0.76,2.115,36.32333,"July 05, 22",0.02115
61,2022-07-01,37.0900002,37.2000008,35.8800011,36.3400002,36.3400002,40596300.0,40596300.0,-0.75,-2.022,36.47333,"July 01, 22",-0.02022
62,2022-06-30,37.2099991,38.0,36.7299995,37.4099998,37.4099998,35141000.0,35141000.0,0.2,0.537,37.38,"June 30, 22",0.00537
63,2022-06-29,37.5400009,37.5999985,37.0200005,37.2900009,37.2900009,25437200.0,25437200.0,-0.25,-0.666,37.30333,"June 29, 22",-0.00666
64,2022-06-28,38.5800018,39.0200005,37.7400017,37.7799988,37.7799988,37824200.0,37824200.0,-0.8,-2.074,38.18,"June 28, 22",-0.02074
65,2022-06-27,38.8699989,39.0600014,38.4700012,38.6300011,38.6300011,29585300.0,29585300.0,-0.24,-0.617,38.72,"June 27, 22",-0.00617
66,2022-06-24,37.8499985,38.6399994,37.7400017,38.6100006,38.6100006,38159900.0,38159900.0,0.76,2.008,38.33,"June 24, 22",0.02008
67,2022-06-23,37.6100006,37.6199989,36.9099998,37.4099998,37.4099998,30163000.0,30163000.0,-0.2,-0.532,37.31333,"June 23, 22",-0.00532
68,2022-06-22,37.3300018,37.7700005,37.2200012,37.3800011,37.3800011,32571000.0,32571000.0,0.05,0.134,37.45667,"June 22, 22",0.00134
69,2022-06-21,37.3600006,38.0299988,37.3300018,37.7299995,37.7299995,34004900.0,34004900.0,0.37,0.99,37.69667,"June 21, 22",0.0099
70,2022-06-17,37.4799995,38.1199989,36.5999985,36.9700012,36.9700012,71393200.0,71393200.0,-0.51,-1.361,37.23,"June 17, 22",-0.01361
71,2022-06-16,37.7000008,37.7900009,36.9300003,37.3400002,37.3400002,45576500.0,45576500.0,-0.36,-0.955,37.35333,"June 16, 22",-0.00955
72,2022-06-15,38.5600014,39.1699982,37.9199982,38.6500015,38.6500015,37652300.0,37652300.0,0.09,0.233,38.58,"June 15, 22",0.00233
73,2022-06-14,38.0099983,38.2000008,37.5400009,37.9300003,37.9300003,31351700.0,31351700.0,-0.08,-0.21,37.89,"June 14, 22",-0.0021
74,2022-06-13,38.5499992,38.8100014,37.6699982,37.7700005,37.7700005,50335900.0,50335900.0,-0.78,-2.023,38.08333,"June 13, 22",-0.02023
75,2022-06-10,39.8499985,40.0800018,39.1800003,39.1800003,39.1800003,43066200.0,43066200.0,-0.67,-1.681,39.48,"June 10, 22",-0.01681
76,2022-06-09,41.0099983,41.3499985,40.0099983,40.0099983,40.0099983,39047200.0,39047200.0,-1.0,-2.438,40.45667,"June 09, 22",-0.02438
77,2022-06-08,42.25,42.2599983,41.0299988,41.2299995,41.2299995,59649900.0,59649900.0,-1.02,-2.414,41.50667,"June 08, 22",-0.02414
78,2022-06-07,43.0600014,43.5900002,42.6599998,43.5299988,43.5299988,25168700.0,25168700.0,0.47,1.092,43.26,"June 07, 22",0.01092
