,open,high,low,close,adjClose
687,323.019989,323.540009,322.23999,322.730011,311.677826
688,320.48999,323.730011,320.359985,323.640015,312.55658
689,321.160004,323.640015,321.100006,322.410004,311.368774
690,323.540009,324.890015,322.529999,324.869995,313.744476
691,320.529999,322.130005,320.149994,321.859985,310.837585
692,322.950012,323.100006,320.549988,321.079987,310.08429
693,323.73999,323.799988,322.279999,322.859985,311.803345
694,321.649994,322.950012,321.640015,322.940002,311.880585
695,321.470001,321.519989,320.899994,321.230011,310.229156
696,321.589996,321.649994,321.059998,321.220001,310.219482
697,320.459991,321.970001,319.390015,320.730011,309.746277
698,319.799988,320.980011,319.519989,320.899994,308.394226
699,320.0,320.25,319.529999,319.589996,307.135284
700,319.920013,320.25,319.480011,319.570007,307.116089
701,319.220001,320.149994,317.25,319.5,307.048828
702,316.869995,318.670013,316.019989,317.320007,304.953735
703,314.429993,317.98999,314.170013,317.130005,304.771149
704,314.029999,314.700012,313.440002,314.420013,302.166809
705,313.820007,314.549988,312.809998,313.529999,301.311432
706,314.440002,315.179993,313.799988,313.880005,301.647797
707,314.119995,315.309998,314.109985,314.869995,302.599213
708,312.230011,312.25,310.579987,312.019989,299.860229
709,310.700012,312.119995,310.320007,311.459991,299.322113
710,308.649994,309.640015,307.130005,309.549988,297.486572
711,314.589996,314.660004,311.170013,311.640015,299.495117
712,314.859985,315.130005,314.059998,314.309998,302.061066
713,314.609985,315.480011,314.369995,315.480011,303.185455
714,313.410004,314.279999,313.059998,314.079987,301.840027
715,311.980011,313.369995,311.980011,313.369995,301.157654
716,311.089996,311.23999,309.850006,310.959991,298.841614
717,310.890015,311.01001,309.390015,310.269989,298.178497
718,311.279999,311.850006,309.059998,310.769989,298.658997
719,312.679993,312.690002,311.220001,311.929993,299.773773
720,311.529999,312.279999,311.029999,312.019989,299.860229
721,311.019989,311.839996,310.26001,311.790009,299.639282
722,308.790009,309.640015,308.089996,309.549988,297.486572
723,307.910004,309.540009,307.660004,309.100006,297.054077
724,308.75,309.98999,308.149994,309.0,296.957977
725,307.420013,308.540009,307.269989,308.350006,296.333344
726,307.799988,309.0,307.029999,308.940002,296.90033
727,308.570007,309.649994,307.660004,308.179993,296.169891
728,307.029999,307.399994,306.059998,307.100006,295.13205
729,307.589996,307.920013,306.709991,307.029999,295.064819
730,307.850006,308.0,306.959991,307.369995,295.39151
731,304.920013,306.190002,304.73999,306.140015,294.209442
732,304.130005,304.130005,301.730011,303.329987,291.509003
733,303.429993,304.549988,301.98999,304.140015,292.287384
734,303.0,304.230011,302.859985,303.209991,291.393616
735,302.940002,303.850006,302.910004,303.299988,291.480133
736,299.73999,302.200012,299.679993,301.600006,289.846375
737,300.910004,301.070007,299.459991,300.369995,288.664337
738,298.730011,299.940002,298.5,299.880005,288.193451
739,300.579987,300.899994,298.910004,299.01001,287.3573
740,299.420013,300.209991,298.940002,299.98999,288.299103
741,298.690002,299.399994,297.029999,297.970001,286.357819
742,299.679993,300.23999,298.519989,299.279999,287.616791
743,298.369995,299.160004,297.920013,298.399994,286.771057
744,297.100006,299.700012,296.970001,298.880005,287.232361
745,295.929993,296.670013,295.570007,295.950012,284.416534
746,296.269989,298.73999,296.140015,296.279999,284.733734
747,291.179993,294.209991,291.0,293.23999,281.812164
748,290.75,292.299988,290.059998,291.269989,279.918915
749,291.040009,291.850006,288.48999,288.529999,277.285736
750,293.470001,295.26001,292.769989,293.079987,281.658356
751,291.140015,294.630005,291.079987,294.350006,282.878937
752,287.809998,290.450012,284.820007,290.420013,279.102081
753,291.5,291.51001,286.640015,288.059998,276.834045
754,297.73999,298.459991,293.0,293.23999,281.812164
755,295.970001,297.549988,295.920013,296.769989,285.20462
756,297.829987,297.950012,293.690002,295.399994,283.888
757,297.630005,297.859985,295.450012,297.0,285.425659
758,295.959991,298.109985,294.329987,297.619995,286.021484
759,299.410004,299.839996,294.809998,295.869995,284.339661
760,297.549988,299.0,297.269989,298.209991,286.58847
761,300.359985,300.670013,297.410004,298.279999,286.655731
762,301.529999,302.630005,300.709991,301.079987,288.016541
763,300.48999,301.220001,298.23999,301.100006,288.035706
764,299.940002,301.019989,299.75,300.920013,287.863525
765,299.839996,301.140015,299.450012,300.160004,287.136536
766,301.779999,302.170013,300.679993,301.089996,288.026123
767,301.25,302.459991,300.410004,301.290009,288.217468
768,298.470001,300.339996,297.75,300.25,287.222565
769,297.359985,298.200012,295.970001,298.130005,285.194519
770,299.140015,299.23999,297.160004,298.200012,285.261536
771,298.170013,298.76001,297.420013,298.049988,285.118042
772,296.790009,298.829987,294.0,297.820007,284.898041
773,293.140015,294.059998,292.309998,294.040009,281.282074
774,290.570007,291.579987,289.269989,290.73999,278.125183
775,294.220001,294.23999,291.420013,292.450012,279.761017
776,291.720001,293.160004,290.609985,292.579987,279.885345
777,286.140015,289.070007,285.25,288.890015,276.355499
778,289.540009,289.950012,286.029999,286.869995,274.423157
779,287.269989,288.0,285.579987,288.0,275.504089
780,290.920013,292.76001,283.470001,284.850006,272.490784
781,293.230011,293.929993,290.399994,292.359985,279.674896
782,292.480011,292.859985,291.720001,292.450012,279.761017
783,291.769989,292.359985,289.950012,290.089996,277.503387
784,292.190002,293.079987,291.440002,292.329987,279.64621
785,286.480011,289.329987,284.709991,288.850006,276.31723
786,284.880005,285.640015,282.390015,284.649994,272.299469
787,288.070007,288.73999,283.76001,283.899994,271.582031
788,287.73999,294.149994,287.359985,292.549988,279.856659
789,289.959991,291.609985,287.019989,288.070007,275.571075
790,292.579987,293.23999,289.649994,291.619995,278.967072
791,289.619995,293.619995,289.01001,293.619995,280.88028
792,284.399994,288.820007,282.040009,287.970001,275.475403
793,285.910004,288.040009,284.279999,287.799988,275.312775
794,288.089996,288.209991,281.720001,283.820007,271.505463
795,293.850006,294.119995,290.899994,292.619995,279.923676
796,297.600006,300.869995,293.959991,294.839996,282.047272
797,300.98999,301.200012,295.200012,297.429993,284.524963
798,299.910004,301.170013,299.48999,300.720001,287.672241
799,301.880005,302.01001,300.850006,301.459991,288.380096
800,300.76001,302.230011,300.619995,302.01001,288.906189
801,300.940002,301.0,299.109985,300.0,286.983429
802,299.190002,301.440002,299.089996,301.440002,288.360931
803,299.140015,300.029999,298.220001,300.029999,287.012115
804,297.609985,298.5,297.040009,297.899994,284.974518
805,300.040009,300.070007,296.980011,297.170013,284.276215
806,297.190002,299.25,296.700012,298.829987,285.864105
807,299.75,299.929993,297.73999,297.73999,284.821503
808,300.649994,300.880005,299.440002,299.779999,286.772949
809,301.130005,301.130005,300.190002,300.75,287.700867
810,299.850006,300.730011,299.51001,300.649994,287.605225
811,299.320007,299.579987,298.200012,299.309998,286.323395
812,298.369995,299.660004,297.779999,298.609985,285.653748
813,295.540009,297.519989,295.480011,297.190002,284.29538
814,297.01001,298.26001,296.220001,296.820007,283.941437
815,297.440002,298.640015,296.01001,298.459991,285.510254
816,297.179993,298.820007,297.019989,298.799988,285.83548
817,295.609985,296.48999,294.679993,296.429993,283.56839
818,296.679993,296.920013,294.329987,295.660004,282.831726
819,292.579987,293.549988,292.01001,293.0,280.28714
820,291.309998,292.059998,290.890015,291.5,278.852203
821,291.75,292.309998,290.350006,290.470001,277.866943
822,293.700012,293.730011,290.640015,290.76001,278.144318
823,294.230011,294.579987,293.470001,293.640015,280.899445
824,294.130005,295.519989,293.76001,294.0,281.243744
825,296.040009,296.309998,293.130005,295.859985,281.653137
826,292.549988,293.649994,291.470001,293.059998,278.98764
827,291.390015,293.570007,290.98999,292.399994,278.359344
828,289.519989,290.220001,289.179993,289.369995,275.474823
829,289.26001,289.929993,288.410004,289.26001,275.370148
830,289.399994,289.980011,288.619995,289.579987,275.674713
831,288.640015,289.26001,287.820007,288.390015,274.54187
832,290.98999,291.399994,288.179993,288.899994,275.027435
833,289.369995,290.820007,288.869995,288.970001,275.094055
834,285.929993,288.850006,285.73999,287.649994,273.837402
835,283.290009,285.549988,282.570007,284.799988,271.124268
836,282.329987,282.98999,280.320007,282.959991,269.37265
837,277.119995,280.679993,276.619995,280.529999,267.059296
838,275.309998,276.549988,273.089996,274.570007,261.385559
839,276.200012,277.119995,275.23999,275.269989,262.05191
840,279.109985,280.040009,277.809998,279.029999,265.631317
841,278.910004,279.359985,276.709991,278.269989,264.907867
842,283.089996,284.149994,280.130005,280.149994,266.697571
843,283.73999,284.200012,282.089996,282.779999,269.201294
844,283.160004,283.209991,280.570007,282.140015,268.59198
845,285.450012,286.690002,285.100006,285.630005,271.914368
846,285.829987,286.929993,285.549988,286.51001,272.752136
847,284.059998,285.959991,283.119995,283.950012,270.315125
848,285.140015,288.600006,285.119995,285.839996,272.114319
849,285.839996,289.209991,285.76001,287.700012,273.88504
850,281.589996,285.769989,281.359985,285.059998,271.371796
851,281.98999,285.100006,281.850006,283.399994,269.791504
852,282.420013,283.48999,279.929993,280.859985,267.373474
853,285.619995,288.940002,282.299988,288.100006,274.265839
854,285.230011,287.329987,283.299988,286.660004,272.894989
855,287.529999,289.429993,286.869995,287.529999,273.723175
856,290.149994,290.809998,285.809998,287.929993,274.103943
857,289.25,293.309998,288.899994,292.820007,278.759155
858,292.820007,294.339996,291.299988,294.029999,279.911102
859,291.679993,292.700012,289.519989,291.179993,277.197968
860,294.720001,294.950012,291.799988,291.809998,277.797668
861,293.48999,294.339996,291.920013,294.019989,279.90152
862,293.51001,294.450012,293.410004,293.869995,279.758759
863,292.100006,293.48999,291.23999,293.410004,279.320831
864,292.119995,292.779999,290.730011,292.049988,278.026123
865,292.790009,293.160004,292.070007,292.230011,278.197479
866,290.679993,293.140015,290.420013,292.880005,278.816315
867,289.170013,290.440002,289.070007,290.269989,276.331604
868,290.100006,290.320007,288.660004,290.019989,276.093628
869,291.399994,291.429993,288.98999,289.450012,275.550995
870,290.950012,291.01001,289.5,290.160004,276.226929
871,290.23999,290.350006,289.079987,289.970001,276.046051
872,290.0,290.470001,288.26001,290.160004,276.226929
873,288.829987,288.839996,287.579987,288.209991,274.370514
874,287.769989,288.390015,287.309998,288.290009,274.446716
875,287.720001,288.079987,286.700012,287.309998,273.513763
876,288.100006,288.910004,287.369995,288.790009,274.922729
877,287.920013,288.630005,287.600006,288.570007,274.713287
878,286.779999,287.459991,286.01001,287.179993,273.390015
879,287.320007,287.76001,285.75,286.420013,272.666473
880,286.040009,286.230011,285.089996,285.970001,272.238098
881,284.700012,286.160004,284.399994,285.829987,272.104767
882,282.390015,282.839996,281.140015,282.480011,268.91568
883,280.350006,281.209991,279.070007,280.709991,267.230713
884,281.109985,281.76001,277.929993,279.649994,266.221558
885,280.98999,282.179993,279.559998,281.119995,267.620972
886,278.869995,280.190002,277.640015,279.040009,265.640869
887,283.220001,283.799988,279.179993,279.25,265.840759
888,280.640015,285.179993,280.589996,284.730011,271.057678
889,282.160004,283.5,280.320007,281.549988,268.030334
890,283.51001,284.359985,281.410004,282.399994,268.839569
891,281.549988,282.660004,281.299988,282.329987,268.772827
892,280.540009,282.209991,280.329987,281.309998,267.80191
893,281.369995,281.839996,280.670013,281.160004,266.485321
894,280.480011,282.380005,280.299988,281.339996,266.655853
895,279.059998,280.070007,278.850006,279.48999,264.902405
896,275.26001,278.619995,275.230011,278.440002,263.907318
897,272.940002,274.649994,272.420013,274.459991,260.134979
898,276.829987,276.98999,274.070007,275.01001,260.656311
899,279.149994,279.160004,276.970001,277.329987,262.855133
900,279.540009,279.76001,278.410004,279.019989,264.45694
901,281.600006,281.869995,276.839996,279.399994,264.817139
902,280.440002,280.880005,278.820007,280.420013,265.783905
903,278.959991,279.450012,278.320007,278.679993,264.134766
904,278.519989,279.589996,277.480011,279.200012,264.627563
905,279.130005,280.299988,278.899994,279.320007,264.741333
906,280.730011,281.309998,279.429993,279.519989,264.930847
907,278.109985,279.359985,277.399994,279.140015,264.57074
908,277.700012,278.100006,276.350006,277.420013,262.940491
909,277.809998,278.920013,277.25,278.410004,263.878815
910,276.480011,278.579987,276.470001,277.850006,263.348053
911,276.359985,277.410004,276.130005,277.369995,262.893066
912,273.779999,275.640015,272.869995,274.380005,260.059113
913,275.029999,275.929993,274.559998,274.98999,260.637268
914,272.420013,274.519989,272.339996,274.100006,259.793732
915,271.200012,271.48999,270.029999,270.619995,256.495361
916,268.75,270.579987,267.829987,270.470001,256.35321
917,270.940002,271.549988,268.290009,270.140015,256.040466
918,272.790009,273.339996,271.920013,272.73999,258.5047
919,272.440002,273.440002,271.880005,273.100006,258.846039
920,270.109985,272.029999,269.359985,271.959991,257.765442
921,270.149994,271.200012,269.179993,270.059998,255.9646
922,267.51001,270.470001,267.269989,269.929993,255.841385
923,265.100006,268.519989,264.25,267.579987,253.614029
924,263.920013,264.549988,262.480011,263.410004,249.661728
925,263.390015,263.829987,261.790009,263.76001,249.993439
926,265.609985,266.700012,263.660004,265.779999,251.90799
927,263.209991,264.200012,262.079987,263.549988,249.794403
928,264.01001,264.790009,260.660004,263.410004,249.661728
929,264.820007,265.059998,261.059998,262.859985,249.140411
930,264.980011,266.980011,263.0,266.459991,252.552521
931,260.01001,263.920013,259.959991,262.959991,249.235168
932,260.829987,261.970001,260.600006,260.980011,247.358566
933,257.820007,260.700012,257.809998,260.350006,246.761429
934,256.859985,258.299988,256.410004,257.399994,243.965393
935,257.679993,259.01001,257.029999,258.980011,245.462952
936,256.26001,259.160004,255.5,258.880005,245.368179
937,257.559998,258.910004,256.190002,257.970001,244.505646
938,256.820007,257.309998,254.0,256.769989,243.368286
939,252.690002,255.949997,251.690002,254.380005,241.103027
940,247.589996,253.110001,247.169998,252.389999,239.216858
941,248.229996,248.570007,243.669998,244.210007,231.463806
942,245.979996,251.210007,245.949997,250.179993,237.122223
943,249.559998,250.190002,247.470001,249.919998,236.875809
944,249.580002,251.399994,246.449997,247.75,234.819031
945,242.570007,248.289993,238.960007,248.070007,235.122314
946,235.970001,246.179993,233.759995,246.179993,233.331009
947,239.039993,240.839996,234.270004,234.339996,222.108948
948,246.740005,249.710007,239.979996,240.699997,228.137024
949,249.860001,251.619995,244.649994,247.169998,232.909241
950,255.169998,259.399994,249.350006,251.259995,236.763275
951,257.200012,257.950012,253.279999,255.080002,240.362839
952,259.399994,260.649994,253.529999,255.360001,240.626678
953,262.959991,264.029999,259.850006,260.470001,245.441849
954,266.519989,267.48999,264.119995,265.369995,250.059158
955,267.470001,269.0,265.369995,265.459991,250.143921
956,267.660004,267.869995,262.480011,264.130005,248.890732
957,263.369995,265.160004,258.619995,264.070007,248.834183
958,269.459991,271.220001,262.630005,263.570007,248.363007
959,265.920013,269.970001,262.440002,269.839996,254.271255
960,278.369995,278.850006,269.899994,270.25,254.657593
961,280.279999,280.399994,277.51001,279.299988,263.185486
962,273.809998,276.279999,273.450012,275.649994,259.746094
963,273.709991,275.549988,272.429993,273.980011,258.172455
964,269.600006,274.579987,268.329987,274.579987,258.737701
965,266.339996,268.399994,265.660004,268.399994,252.914383
966,265.779999,267.75,265.339996,267.5,252.066254
967,263.179993,264.820007,263.070007,263.25,248.061478
968,265.859985,267.149994,265.01001,265.019989,249.729355
969,265.359985,267.0,263.149994,264.119995,248.881287
970,273.049988,273.380005,268.070007,269.100006,253.573975
971,271.790009,274.75,271.209991,273.730011,257.936829
972,268.779999,273.540009,267.01001,273.019989,257.267792
973,274.160004,274.609985,268.450012,270.200012,254.610565
974,273.089996,275.329987,271.25,272.059998,256.363129
975,277.190002,277.459991,271.98999,272.570007,256.843781
976,279.029999,279.23999,276.179993,277.76001,261.734283
977,280.109985,281.220001,279.220001,280.5,264.316193
978,277.559998,281.100006,277.079987,281.01001,264.796814
979,273.320007,275.299988,273.25,275.119995,259.246643
980,272.440002,274.01001,271.350006,273.390015,257.616425
981,274.75,275.230011,269.589996,271.890015,256.203033
982,271.600006,273.730011,270.380005,273.51001,257.729523
983,270.649994,273.230011,270.119995,270.630005,255.015671
984,263.670013,268.119995,263.119995,267.769989,252.320694
985,268.799988,270.25,259.850006,263.859985,248.636261
986,265.920013,271.0,262.290009,265.329987,250.021469
987,267.380005,271.809998,266.230011,270.079987,254.497375
988,273.329987,273.76001,264.700012,265.320007,250.01207
989,270.950012,274.869995,268.609985,273.609985,257.8237
990,277.0,277.359985,274.410004,275.01001,259.143005
991,277.130005,279.299988,275.470001,276.25,260.311462
992,279.399994,280.070007,274.970001,276.399994,260.452759
993,280.440002,281.149994,277.559998,280.450012,264.269135
994,276.600006,280.820007,276.070007,280.399994,264.221985
995,275.549988,277.040009,274.299988,274.399994,258.568146
996,276.769989,277.089996,272.369995,275.950012,260.028778
997,277.079987,278.899994,270.359985,272.170013,256.466766
998,286.829987,286.910004,277.880005,278.299988,262.243134
999,287.390015,288.859985,286.769989,287.399994,270.818054
1000,287.049988,288.220001,285.5,287.820007,271.213867
1001,289.690002,290.269989,286.220001,287.820007,271.213867
1002,291.179993,291.23999,287.660004,289.440002,272.740387
1003,292.73999,293.209991,291.320007,291.720001,274.888885
1004,291.559998,292.359985,291.140015,291.559998,274.738068
1005,292.109985,292.929993,290.980011,291.730011,274.898315
1006,289.98999,291.279999,289.950012,290.720001,273.946564
1007,290.410004,291.910004,290.100006,290.690002,273.918304
1008,290.910004,292.23999,289.410004,289.880005,273.155029
1009,291.529999,291.649994,290.480011,290.75,273.974823
1010,291.339996,291.5,290.369995,291.019989,274.229248
1011,293.089996,293.220001,291.809998,291.98999,275.14328
1012,292.640015,293.940002,291.23999,293.579987,275.394867
1013,290.970001,291.690002,290.829987,291.220001,273.18103
1014,289.579987,291.579987,289.549988,290.910004,272.890228
1015,290.820007,290.859985,289.029999,289.339996,271.417542
1016,291.059998,291.269989,290.0,290.880005,272.862152
1017,290.320007,291.040009,290.0,290.829987,272.815216
1018,289.059998,289.799988,288.230011,289.119995,271.211151
1019,287.369995,289.549988,286.980011,289.049988,271.145508
1020,288.73999,289.040009,287.880005,288.100006,270.254333
1021,286.980011,288.700012,286.709991,287.600006,269.785309
1022,289.149994,289.48999,287.0,288.160004,270.310608
1023,289.410004,289.640015,287.890015,289.029999,271.126709
1024,289.839996,290.209991,288.679993,289.809998,271.858429
1025,289.839996,290.809998,289.290009,290.309998,272.327454
1026,290.940002,291.359985,289.630005,290.299988,272.318054
1027,290.160004,291.73999,289.890015,291.480011,273.425018
1028,290.299988,290.420013,289.399994,289.920013,271.961578
1029,288.859985,289.899994,288.679993,289.779999,271.830231
1030,286.440002,287.670013,286.380005,287.51001,269.700867
1031,285.970001,286.940002,285.429993,285.790009,268.087372
1032,285.880005,286.76001,285.579987,286.170013,268.44397
1033,286.25,287.309998,285.709991,286.339996,268.603302
1034,285.570007,285.970001,285.059998,285.670013,267.974823
1035,283.829987,285.559998,283.369995,285.059998,267.402618
1036,283.399994,285.040009,283.359985,284.059998,266.464661
1037,282.380005,282.540009,280.160004,281.779999,264.325867
1038,282.920013,284.170013,282.480011,283.899994,266.314575
1039,283.470001,284.160004,281.769989,282.100006,264.626038
1040,283.450012,284.059998,282.359985,283.160004,265.620331
1041,285.529999,285.970001,284.920013,285.070007,267.412048
1042,285.390015,285.910004,284.940002,285.459991,267.777832
1043,285.390015,286.01001,285.23999,285.579987,267.890411
1044,283.640015,284.98999,283.200012,284.640015,267.008667
1045,282.529999,283.660004,282.329987,283.600006,266.033142
1046,279.390015,282.579987,279.160004,282.390015,264.898071
1047,281.559998,282.130005,280.130005,280.859985,263.462769
1048,280.809998,282.019989,280.380005,281.329987,263.903625
1049,281.51001,281.690002,279.359985,279.950012,262.609161
1050,283.709991,283.820007,280.380005,281.420013,263.988098
1051,283.200012,284.109985,283.089996,283.339996,265.789215
1052,281.329987,284.369995,281.279999,284.01001,266.417816
1053,281.790009,282.559998,280.630005,281.609985,264.166321
1054,279.450012,280.429993,279.059998,280.200012,262.843658
1055,279.769989,280.480011,279.5,279.679993,262.355896
1056,280.309998,280.73999,279.459991,280.0,262.656036
1057,280.559998,281.179993,280.059998,281.059998,263.650421
1058,278.470001,280.910004,278.410004,280.470001,263.096924
1059,279.640015,279.799988,278.839996,279.339996,262.036896
1060,279.170013,279.929993,278.660004,279.589996,262.271454
1061,278.279999,279.429993,277.600006,279.369995,262.065094
1062,277.149994,278.040009,276.519989,276.859985,259.710602
1063,278.410004,279.01001,278.079987,278.899994,261.624115
1064,276.549988,277.959991,276.5,277.899994,260.686127
1065,273.140015,275.839996,272.709991,275.420013,258.359833
1066,272.170013,273.179993,270.959991,273.109985,256.192841
1067,272.869995,272.980011,270.420013,270.899994,254.11972
1068,269.51001,272.040009,269.23999,271.859985,255.020218
1069,272.119995,273.660004,271.149994,271.279999,254.476242
1070,269.290009,271.75,268.48999,270.890015,254.110413
1071,272.26001,273.869995,269.179993,269.350006,252.665802
1072,271.640015,272.559998,270.790009,271.600006,254.776398
1073,273.440002,273.619995,269.100006,271.0,254.213531
1074,275.660004,275.790009,274.48999,274.73999,257.721832
1075,275.959991,275.980011,273.679993,274.23999,257.252899
1076,276.269989,276.720001,275.589996,275.970001,258.875702
1077,274.0,275.75,273.529999,275.5,258.434814
1078,275.48999,276.700012,274.950012,276.559998,259.429169
1079,276.600006,277.51001,275.350006,277.130005,259.963806
1080,279.01001,279.329987,278.059998,278.730011,260.295929
1081,279.190002,279.480011,277.799988,278.029999,259.642212
1082,279.029999,279.329987,278.190002,278.920013,260.473328
1083,278.440002,279.369995,278.309998,278.559998,260.137115
1084,276.850006,278.25,276.660004,278.190002,259.791626
1085,277.950012,278.279999,276.339996,277.369995,259.025818
1086,275.790009,277.519989,275.089996,277.399994,259.053833
1087,275.049988,275.529999,274.179993,275.100006,256.905975
1088,274.529999,275.190002,274.26001,274.899994,256.719147
1089,272.410004,273.940002,272.329987,273.600006,255.505203
1090,272.149994,272.48999,270.26001,270.940002,253.021133
1091,270.5,273.109985,270.420013,272.609985,254.580627
1092,270.309998,271.170013,267.76001,269.019989,251.228058
1093,272.149994,272.859985,271.579987,272.149994,254.151062
1094,272.910004,273.220001,270.779999,272.799988,254.758133
1095,271.170013,273.390015,270.98999,273.359985,255.281067
1096,273.959991,274.25,272.23999,272.609985,254.580627
1097,273.01001,273.980011,272.570007,273.369995,255.290436
1098,271.619995,272.029999,270.929993,271.329987,253.385315
1099,271.940002,273.230011,271.130005,272.01001,254.020355
1100,271.140015,272.76001,271.109985,272.23999,254.235107
1101,271.589996,271.609985,270.029999,271.100006,253.170517
1102,273.339996,274.079987,272.359985,272.980011,254.926208
1103,272.160004,273.149994,271.579987,272.850006,254.804855
1104,270.339996,272.390015,270.220001,272.019989,254.029709
1105,267.679993,269.869995,267.089996,269.5,251.676315
1106,266.5,267.329987,265.149994,266.920013,249.266953
1107,266.890015,268.019989,266.109985,266.920013,249.266953
1108,261.519989,266.790009,261.149994,266.019989,248.426514
1109,262.26001,263.359985,259.049988,262.619995,245.251389
1110,264.76001,265.679993,262.76001,263.200012,245.793015
1111,263.869995,265.100006,262.109985,264.980011,247.455276
1112,267.26001,267.890015,264.429993,264.51001,247.016434
1113,267.0,267.339996,265.5,266.559998,248.930756
1114,264.790009,267.25,264.290009,266.309998,248.697296
1115,262.910004,264.130005,260.850006,263.630005,246.19458
1116,267.730011,267.980011,261.279999,262.980011,245.587509
1117,267.26001,267.890015,265.350006,266.570007,248.940125
1118,268.809998,269.059998,265.609985,266.609985,248.977463
1119,269.649994,269.880005,267.720001,268.890015,251.106689
1120,270.690002,271.299988,269.869995,270.390015,252.507584
1121,269.329987,270.869995,268.75,270.190002,252.320694
1122,267.0,268.200012,266.070007,267.329987,249.649872
1123,267.410004,267.540009,264.01001,265.149994,247.614059
1124,265.26001,267.0,265.059998,265.929993,248.342468
1125,263.470001,265.640015,263.390015,263.76001,246.315979
1126,264.269989,266.040009,262.980011,265.149994,247.614059
1127,261.369995,264.839996,259.940002,261.0,243.73848
1128,263.420013,265.109985,258.0,259.720001,242.543167
1129,265.549988,266.640015,264.320007,265.640015,248.071655
1130,256.75,264.359985,256.600006,263.559998,246.12915
1131,258.869995,261.309998,256.839996,260.769989,243.523712
1132,262.549988,263.130005,254.669998,257.470001,240.441956
1133,261.119995,265.26001,259.839996,263.149994,245.746307
1134,260.75,262.640015,258.579987,259.829987,242.645844
1135,266.170013,266.769989,258.839996,260.600006,243.36499
1136,262.130005,265.429993,259.410004,265.109985,247.57663
1137,264.170013,264.540009,257.829987,258.049988,240.983612
1138,267.910004,268.869995,263.359985,263.670013,246.231918
1139,270.899994,273.269989,270.190002,270.429993,252.544846
1140,270.940002,271.670013,270.179993,270.950012,253.030426
1141,273.350006,274.399994,268.619995,270.48999,252.6008
1142,274.5,275.390015,274.140015,274.200012,256.065582
1143,275.880005,276.609985,274.429993,275.0,255.788101
1144,277.809998,278.019989,274.670013,275.299988,256.067169
1145,279.839996,280.410004,276.029999,276.720001,257.388031
1146,279.200012,279.910004,278.079987,278.519989,259.062225
1147,275.700012,278.869995,275.339996,278.869995,259.387848
1148,273.549988,274.23999,272.420013,274.100006,254.950928
1149,270.420013,273.179993,270.200012,272.779999,253.723236
1150,273.299988,273.390015,271.179993,272.880005,253.816223
1151,267.730011,272.890015,267.609985,272.190002,253.174484
1152,265.799988,269.720001,264.820007,269.079987,250.281738
1153,271.410004,273.170013,266.0,267.700012,248.998154
1154,275.679993,276.190002,271.290009,271.649994,252.672165
1155,278.109985,278.920013,274.359985,274.429993,255.25798
1156,275.929993,278.01001,275.26001,277.899994,258.485535
1157,271.790009,274.709991,271.25,274.709991,255.518387
1158,271.100006,273.049988,269.640015,270.399994,251.509521
1159,271.899994,274.720001,269.940002,270.049988,251.183975
1160,272.029999,273.670013,270.5,271.399994,252.439651
1161,272.320007,275.320007,272.269989,273.109985,254.030197
1162,271.570007,273.040009,268.769989,273.029999,253.955795
1163,264.309998,270.0,264.299988,269.589996,250.756119
1164,263.970001,266.619995,263.309998,266.0,247.416916
1165,263.829987,267.01001,261.660004,265.339996,246.802963
1166,260.799988,263.609985,252.919998,261.5,243.231277
1167,268.01001,268.170013,257.589996,257.630005,239.631638
1168,268.5,272.359985,267.579987,267.670013,248.970261
1169,259.940002,269.700012,258.700012,269.130005,250.328217
1170,273.450012,275.850006,263.309998,263.929993,245.491455
1171,280.079987,280.230011,275.410004,275.450012,256.206726
1172,281.070007,283.059998,280.679993,281.579987,261.908447
1173,282.730011,283.299988,280.679993,281.899994,262.206085
1174,282.600006,284.73999,281.220001,281.76001,262.075958
1175,285.929993,286.429993,284.5,284.679993,264.79184
1176,284.25,286.630005,283.959991,286.579987,266.559143
1177,284.160004,284.269989,282.399994,283.299988,263.508301
1178,284.019989,284.700012,281.839996,283.179993,263.396606
1179,282.73999,283.619995,282.369995,283.290009,263.499054
1180,280.170013,282.690002,280.109985,282.690002,262.940948
1181,279.799988,280.410004,279.140015,280.410004,260.820221
1182,279.480011,279.959991,278.579987,279.140015,259.638916
1183,278.029999,280.049988,276.970001,279.609985,260.07605
1184,279.350006,280.089996,276.179993,276.970001,257.620514
1185,276.420013,278.109985,276.079987,277.920013,258.504211
1186,274.75,276.119995,274.559998,276.119995,256.829987
1187,273.679993,274.420013,272.920013,274.119995,254.96962
1188,274.399994,275.25,274.079987,274.540009,255.360291
1189,273.309998,274.100006,272.980011,273.920013,254.783585
1190,272.51001,273.559998,271.950012,273.420013,254.318527
1191,271.200012,272.160004,270.540009,271.609985,252.634964
1192,268.959991,270.640015,268.959991,270.470001,251.574631
1193,267.839996,268.809998,267.399994,268.769989,249.993408
1194,268.529999,268.549988,266.640015,266.859985,248.216766
1195,267.890015,267.920013,267.450012,267.869995,249.156219
1196,267.380005,267.730011,267.01001,267.320007,248.644699
1197,267.049988,267.440002,266.890015,267.190002,248.523773
1198,267.600006,267.640015,266.899994,267.51001,248.821411
1199,267.73999,268.390015,267.299988,267.579987,248.88649
1200,268.269989,268.329987,266.690002,267.029999,248.374908
